|1|0.63519|0.00473| 
|2|0.31168|0.01095| 
|3|0.27921|0.01246| 
|4|0.26145|0.01253| 
|5|0.24341|0.01605| 
|6|0.24596|0.01520| 
|7|0.24489|0.01413| 
|8|0.24281|0.01494| 
|9|0.23867|0.01705| 
|10|0.24718|0.01482| 
|11|0.23947|0.01504| 
|12|0.24377|0.01524| 
|13|0.24168|0.01388| 
|14|0.24287|0.01589| 
|15|0.24617|0.01647| 
|16|0.24402|0.01600| 
|17|0.24117|0.01496| 
|18|0.23908|0.01690| 
|19|0.24414|0.01492| 
|20|0.25173|0.01492| 
|21|0.23902|0.01788| 
|22|0.24114|0.01876| 
|23|0.24204|0.01488| 
|24|0.24724|0.01643| 
|25|0.24864|0.01478| 
|26|0.23525|0.01929| 
|27|0.24741|0.01557| 
|28|0.24646|0.01576| 
|29|0.24614|0.01568| 
