|1|nan|nan| 
|2|0.63519|0.00300| 
|3|0.31168|0.00341| 
|4|0.27921|0.00348| 
|5|0.26145|0.00328| 
|6|0.24341|0.00391| 
|7|0.24596|0.00374| 
|8|0.24489|0.00346| 
|9|0.24281|0.00363| 
|10|0.23867|0.00407| 
|11|0.24718|0.00366| 
|12|0.23947|0.00360| 
|13|0.24377|0.00372| 
|14|0.24168|0.00336| 
|15|0.24287|0.00386| 
|16|0.24617|0.00405| 
|17|0.24402|0.00390| 
|18|0.24117|0.00361| 
|19|0.23908|0.00404| 
|20|0.24414|0.00364| 
|21|0.25173|0.00376| 
|22|0.23902|0.00427| 
|23|0.24114|0.00452| 
|24|0.24204|0.00360| 
|25|0.24724|0.00406| 
|26|0.24864|0.00367| 
|27|0.23525|0.00454| 
|28|0.24741|0.00385| 
|29|0.24646|0.00388| 
