|-1.00|0.0384615|0.0384615|-0.0000000| 
|-0.95|0.0424403|-39.9524490|-39.9948894| 
|-0.90|0.0470588|0.0470588|-0.0000000| 
|-0.85|0.0524590|3.4549578|3.4024988| 
|-0.80|0.0588235|0.0588235|0.0000000| 
|-0.75|0.0663900|-0.4470520|-0.5134420| 
|-0.70|0.0754717|0.0754717|0.0000000| 
|-0.65|0.0864865|0.2024226|0.1159361| 
|-0.60|0.1000000|0.1000000|0.0000000| 
|-0.55|0.1167883|0.0806600|-0.0361283| 
|-0.50|0.1379310|0.1379310|0.0000000| 
|-0.45|0.1649485|0.1797626|0.0148142| 
|-0.40|0.2000000|0.2000000|0.0000000| 
|-0.35|0.2461538|0.2384459|-0.0077079| 
|-0.30|0.3076923|0.3076923|0.0000000| 
|-0.25|0.3902439|0.3950931|0.0048492| 
|-0.20|0.5000000|0.5000000|0.0000000| 
|-0.15|0.6400000|0.6367553|-0.0032447| 
|-0.10|0.8000000|0.8000000|0.0000000| 
|-0.05|0.9411765|0.9424904|0.0013139| 
|0.00|1.0000000|1.0000000|0.0000000| 
|0.05|0.9411765|0.9424904|0.0013139| 
|0.10|0.8000000|0.8000000|0.0000000| 
|0.15|0.6400000|0.6367553|-0.0032447| 
|0.20|0.5000000|0.5000000|0.0000000| 
|0.25|0.3902439|0.3950931|0.0048492| 
|0.30|0.3076923|0.3076923|0.0000000| 
|0.35|0.2461538|0.2384459|-0.0077079| 
|0.40|0.2000000|0.2000000|-0.0000000| 
|0.45|0.1649485|0.1797626|0.0148142| 
|0.50|0.1379310|0.1379310|0.0000000| 
|0.55|0.1167883|0.0806600|-0.0361283| 
|0.60|0.1000000|0.1000000|0.0000000| 
|0.65|0.0864865|0.2024226|0.1159361| 
|0.70|0.0754717|0.0754717|0.0000000| 
|0.75|0.0663900|-0.4470520|-0.5134420| 
|0.80|0.0588235|0.0588235|0.0000000| 
|0.85|0.0524590|3.4549578|3.4024988| 
|0.90|0.0470588|0.0470588|0.0000000| 
|0.95|0.0424403|-39.9524490|-39.9948894| 
|1.00|0.0384615|0.0384615|0.0000000| 
