|-1.00|0.0384615|0.0384615|0.0000000| 
|-0.95|0.0424403|0.0424394|-0.0000009| 
|-0.90|0.0470588|0.0470588|0.0000000| 
|-0.85|0.0524590|0.0524567|-0.0000023| 
|-0.80|0.0588235|0.0588235|0.0000000| 
|-0.75|0.0663900|0.0663872|-0.0000028| 
|-0.70|0.0754717|0.0754717|0.0000000| 
|-0.65|0.0864865|0.0864755|-0.0000110| 
|-0.60|0.1000000|0.1000000|0.0000000| 
|-0.55|0.1167883|0.1167864|-0.0000019| 
|-0.50|0.1379310|0.1379310|0.0000000| 
|-0.45|0.1649485|0.1648647|-0.0000838| 
|-0.40|0.2000000|0.2000000|0.0000000| 
|-0.35|0.2461538|0.2462681|0.0001143| 
|-0.30|0.3076923|0.3076923|0.0000000| 
|-0.25|0.3902439|0.3894196|-0.0008243| 
|-0.20|0.5000000|0.5000000|0.0000000| 
|-0.15|0.6400000|0.6431689|0.0031689| 
|-0.10|0.8000000|0.8000000|0.0000000| 
|-0.05|0.9411765|0.9388662|-0.0023103| 
|0.00|1.0000000|1.0000000|0.0000000| 
|0.05|0.9411765|0.9388662|-0.0023103| 
|0.10|0.8000000|0.8000000|-0.0000000| 
|0.15|0.6400000|0.6431689|0.0031689| 
|0.20|0.5000000|0.5000000|0.0000000| 
|0.25|0.3902439|0.3894196|-0.0008243| 
|0.30|0.3076923|0.3076923|0.0000000| 
|0.35|0.2461538|0.2462681|0.0001143| 
|0.40|0.2000000|0.2000000|0.0000000| 
|0.45|0.1649485|0.1648647|-0.0000838| 
|0.50|0.1379310|0.1379310|0.0000000| 
|0.55|0.1167883|0.1167864|-0.0000019| 
|0.60|0.1000000|0.1000000|-0.0000000| 
|0.65|0.0864865|0.0864755|-0.0000110| 
|0.70|0.0754717|0.0754717|0.0000000| 
|0.75|0.0663900|0.0663872|-0.0000028| 
|0.80|0.0588235|0.0588235|0.0000000| 
|0.85|0.0524590|0.0524567|-0.0000023| 
|0.90|0.0470588|0.0470588|0.0000000| 
|0.95|0.0424403|0.0424394|-0.0000009| 
|1.00|0.0384615|0.0384615|0.0000000| 
